Fighter;Opponent;Result;Event;Event_date;Method;Referee;Round;Time
Ketlen Vieira;Ashlee Evans-Smith;win;UFC on Fox 24 - Johnson vs. Reis;Apr / 15 / 2017;Decision (Unanimous);Keith Peterson;3;5:00
Ketlen Vieira;Kelly Faszholz;win;UFC Fight Night 96 - Lineker vs. Dodson;Oct / 01 / 2016;Decision (Split);Dan Miragliotta;3;5:00
Ketlen Vieira;Estefani Almeida;win;BWF - Big Way Fight 9;Feb / 20 / 2016;Decision (Unanimous);Erick Almeida;3;5:00
Ketlen Vieira;Jessica Maciel;win; Mr.Cage Championship - Mr. Cage 20;Dec / 17 / 2015;TKO (Punches);Francisco de Assis;1;3:20
Ketlen Vieira;Laet Ferreira;win;BWF - Big Way Fight Night 1;Sep / 12 / 2015;Submission (Rear-Naked Choke);Rubens Leal;1;2:22
Ketlen Vieira;Monique Bastos;win;Mr. Cage Championship - Mr. Cage 16;Mar / 12 / 2015;Submission (Rear-Naked Choke);Francisco de Assis;1;4:07
Ketlen Vieira;Kenya Miranda da Silva;win;Mr. Cage Championship - Mr. Cage 14;Nov / 13 / 2014;Submission (Kimura);Francisco Assis;2;N/A
Ketlen Vieira;Juliana Leite;win;Circuito de Lutas - Fight Night 4;Oct / 02 / 2014;TKO (Punches);Antonio Messias;2;1:36
Michelle Waterson;Carla Esparza;loss;UFC 249 - Ferguson vs. Gaethje;May / 09 / 2020;Decision (Split);Dan Miragliotta;3;5:00
Michelle Waterson;Joanna Jedrzejczyk;loss;UFC Fight Night 161 - Jedrzejczyk vs. Waterson;Oct / 12 / 2019;Decision (Unanimous);Herb Dean;5;5:00
Michelle Waterson;Karolina Kowalkiewicz;win;UFC on ESPN 2 - Barboza vs. Gaethje;Mar / 30 / 2019;Decision (Unanimous);Dan Miragliotta;3;5:00
Michelle Waterson;Felice Herrig;win;UFC 229 - Nurmagomedov vs. McGregor;Oct / 06 / 2018;Decision (Unanimous);Jason Herzog;3;5:00
Michelle Waterson;Cortney Casey;win;UFC on Fox 29 - Poirier vs. Gaethje;Apr / 14 / 2018;Decision (Split);Chris Tognoni;3;5:00
Michelle Waterson;Tecia Torres;loss;UFC 218 - Holloway vs. Aldo 2;Dec / 02 / 2017;Decision (Unanimous);Keith Peterson;3;5:00
Michelle Waterson;Rose Namajunas;loss;UFC on Fox 24 - Johnson vs. Reis;Apr / 15 / 2017;Submission (Rear-Naked Choke);Keith Peterson;2;2:47
Michelle Waterson;Paige VanZant;win;UFC on Fox 22 - VanZant vs. Waterson;Dec / 17 / 2016;Technical Submission (Rear-Naked Choke);John McCarthy;1;3:21
Michelle Waterson;Angela Magana;win;UFC - The Ultimate Fighter 21 Finale;Jul / 12 / 2015;Submission (Rear-Naked Choke);Herb Dean;3;2:38
Michelle Waterson;Herica Tiburcio;loss;Invicta FC 10 - Waterson vs. Tiburcio;Dec / 05 / 2014;Submission (Guillotine Choke);Chris Reed;3;1:04
Michelle Waterson;Yasuko Tamada;win;Invicta FC 8 - Waterson vs. Tamada;Sep / 06 / 2014;TKO (Knee and Punch);Greg Franklin;3;4:58
Michelle Waterson;Jessica Penne;win;Invicta FC 5 - Penne vs. Waterson;Apr / 05 / 2013;Submission (Armbar);John McCarthy;4;2:31
Michelle Waterson;Lacey Sears;win;Invicta FC 3 - Penne vs. Sugiyama;Oct / 06 / 2012;Decision (Split);Michelle Drake Browning;3;5:00
Michelle Waterson;Diana Rael;win;JMMAS - Jackson's MMA Series 7;Jan / 21 / 2012;Submission (Rear-Naked Choke);Raul Porrata;1;2:12
Michelle Waterson;Masako Yoshida;win;Crowbar MMA - Spring Brawl;Apr / 24 / 2010;TKO (Punches);Daniel Grimestad;1;4:17
Michelle Waterson;Rosary Califano;win;EB - Beatdown at 4 Bears 6;Feb / 13 / 2010;Submission (Flying Armbar);N/A;1;0:15
Michelle Waterson;Elena Reid;loss;AG - Extreme Beat Down;Apr / 11 / 2009;TKO (Punches);N/A;2;1:50
Michelle Waterson;Karina Taylor;win;DCMMAS - Duke City MMA Series 1;Mar / 14 / 2009;Technical Submission (Armbar);N/A;1;2:36
Michelle Waterson;Tyra Parker;win;Strikeforce - Payback;Oct / 03 / 2008;Submission (Rear-Naked Choke);Tim Mills;1;1:20
Michelle Waterson;Krystal Macatol;win;SCA - Duke City Bike and Brawl 2;Aug / 23 / 2008;Submission (Armbar);N/A;1;0:22
Michelle Waterson;Thricia Poovey;win;KOTC - Badlands;Jul / 12 / 2008;TKO (Corner Stoppage);N/A;2;5:00
Michelle Waterson;Lynn Alvarez;loss;ROF 31 - Undisputed;Dec / 01 / 2007;Submission (Guillotine Choke);Jerome Locke;1;1:19
Michelle Waterson;Jaime Cook;win;ROF 30 - Domination;Sep / 15 / 2007;Submission (Armbar);Jerome Locke;1;1:33
Michelle Waterson;Alicia Gumm;loss;RMBB - Battle of the Arts;Jun / 30 / 2007;Decision (Unanimous);Tim Mills;2;5:00
Michelle Waterson;Andrea Miller;win;ROF 28 - Evolution;Feb / 16 / 2007;Decision (Unanimous);Jerome Locke;3;3:00
Emily Whitmire;Amanda Ribas;loss;UFC on ESPN 3 - Ngannou vs. Dos Santos;Jun / 29 / 2019;Submission (Rear-Naked Choke);Vance Swerdan;2;2:10
Emily Whitmire;Aleksandra Albu;win;UFC on ESPN 1 - Ngannou vs. Velasquez;Feb / 17 / 2019;Submission (Rear-Naked Choke);Ryan Breuggeman;1;1:01
Emily Whitmire;Jamie Moyle;win;UFC 226 - Miocic vs. Cormier;Jul / 07 / 2018;Decision (Unanimous);Jason Herzog;3;5:00
Emily Whitmire;Gillian Robertson;loss;UFC - The Ultimate Fighter 26 Finale;Dec / 01 / 2017;Submission (Armbar);Chris Tognoni;1;2:12
Emily Whitmire;Ronni Nanney;win;Extreme Beatdown - Beatdown 20;Mar / 18 / 2017;Decision (Unanimous);N/A;3;5:00
Emily Whitmire;Kelly D'Angelo;loss;RFA 44 - Moises vs. Freeman;Sep / 30 / 2016;Submission (Guillotine Choke);Marc Wasem;2;3:46
Emily Whitmire;Emily Ducote;win;FCF - Freestyle Cage Fighting 50;Sep / 19 / 2015;Decision (Unanimous);N/A;3;5:00
Xiaonan Yan;Karolina Kowalkiewicz;win;UFC Fight Night 168 - Felder vs. Hooker;Feb / 23 / 2020;Decision (Unanimous);Mark Craig;3;5:00
Xiaonan Yan;Angela Hill;win;UFC 238 - Cejudo vs. Moraes;Jun / 08 / 2019;Decision (Unanimous);Rob Madrigal;3;5:00
Xiaonan Yan;Syuri Kondo;win;UFC Fight Night 141 - Blaydes vs. Ngannou 2;Nov / 24 / 2018;Decision (Unanimous);John Sharp;3;5:00
Xiaonan Yan;Viviane Pereira;win;UFC Fight Night 132 - Cerrone vs. Edwards;Jun / 23 / 2018;Decision (Unanimous);Neil Swailes;3;5:00
Xiaonan Yan;Kailin Curran;win;UFC Fight Night 122 - Bisping vs. Gastelum;Nov / 25 / 2017;Decision (Unanimous);Thomas Fan;3;5:00
Xiaonan Yan;Emi Fujino;NC;Road FC 34 - Road Fighting Championship 34;Nov / 19 / 2016;NC (Fujino Cut by Clash of Heads);N/A;1;2:48
Xiaonan Yan;Seo Hee Lim;win;Road FC 30 - Road Fighting Championship 30;Apr / 16 / 2016;TKO (Side Kick and Punch);N/A;1;3:28
Xiaonan Yan;Ye Hyun Nam;win;Road FC 27 - Road Fighting Championship 27;Dec / 26 / 2015;Decision (Unanimous);N/A;2;5:00
Xiaonan Yan;Bayarmaa Munkhgerel;win;WKF - Zhong Wu Fight Night;Oct / 30 / 2015;KO (Punch);N/A;1;N/A
Xiaonan Yan;Dolores Meek;win;URCC 26 - Domination;Jul / 25 / 2015;TKO (Punches);N/A;1;3:25
Xiaonan Yan;Xiaoying Wang;win;Xian Sports University - Ultimate Wrestle;Oct / 30 / 2010;TKO (Punches);N/A;2;0:29
Xiaonan Yan;Karina Hallinan;loss;MC - Martial Combat 10;Sep / 16 / 2010;Submission (Rear-Naked Choke);Steve Perceval;1;3:29
Xiaonan Yan;Gina Iniong;win;MC - Martial Combat 6;Jul / 15 / 2010;Decision (Unanimous);John Sharp;3;5:00
Xiaonan Yan;Jin Tang;win;Xian Sports University - Ultimate Wrestle;Nov / 21 / 2009;TKO (Stomps and Punches);N/A;1;0:29
Yanan Wu;Mizuki Inoue;loss;UFC Fight Night 157 - Andrade vs. Zhang;Aug / 31 / 2019;Decision (Split);Thomas Fann;3;5:00
Yanan Wu;Lauren Mueller;win;UFC Fight Night 141 - Blaydes vs. Ngannou 2;Nov / 24 / 2018;Submission (Armbar);John Sharp;1;4:00
Yanan Wu;Gina Mazany;loss;UFC Fight Night 122 - Bisping vs. Gastelum;Nov / 25 / 2017;Decision (Unanimous);Marc Goddard;3;5:00
Yanan Wu;Zuriana Makoeva;win;WLF - W.A.R.S. 12;Mar / 11 / 2017;TKO (Punches);N/A;2;3:19
Yanan Wu;Alena Kuchynskaya;win;CWM MMA - Chin Woo Men: 2016-2017 Season, Stage 1;Dec / 22 / 2016;TKO (Punches);N/A;2;2:13
Yanan Wu;Anjela Pink;win;Kunlun Fight - Kunlun Fight MMA 7;Dec / 15 / 2016;TKO (Punches);N/A;1;1:17
Yanan Wu;Yana Kunitskaya;loss;Fightspirit Championship 6 - Horwich vs. Vasilevsky;Sep / 04 / 2016;TKO (Punches);Vyacheslav Kiselev;2;0:32
Yanan Wu;Saeedeh Fardsanei;win;Chinese Kung Fu Championships - CKF Sunkin;Aug / 13 / 2016;TKO (Punches);N/A;1;N/A
Yanan Wu;Bayarmaa Munkhgerel;win;WLF - E.P.I.C.: Elevation Power in Cage 5;Jun / 29 / 2016;TKO (Punches);N/A;2;N/A
Yanan Wu;Jinghuan Zhu;win;Chinese Kung Fu Championships - CKF 4: Day 1;Dec / 19 / 2015;Submission (Armbar);N/A;1;N/A
Yanan Wu;Meng Bo;win;CKFC - Chinese Kung Fu Championships;Jul / 07 / 2015;Decision (Split);N/A;5;3:00
Yanan Wu;Yang Liu;win;CKFC - Chinese Kung Fu Championships;Mar / 13 / 2015;TKO (Punches);N/A;1;N/A
Yanan Wu;Meng Bo;win;CKFC - Chinese Kung Fu Championships;Sep / 21 / 2014;Decision (Unanimous);N/A;5;3:00
Yanan Wu;Young Joon Lee;win;Fighting China - Fighting China;Nov / 16 / 2013;TKO (Punches);N/A;1;N/A
Ashley Yoder;Randa Markos;loss;UFC Fight Night 162 - Maia vs. Askren;Oct / 26 / 2019;Decision (Split);Daniel Movahedi;3;5:00
Ashley Yoder;Syuri Kondo;win;UFC Fight Night 154 - Moicano vs. The Korean Zombie;Jun / 22 / 2019;Decision (Unanimous);Gary Copeland;3;5:00
Ashley Yoder;Amanda Bobby Cooper;win;UFC Fight Night 139 - Korean Zombie vs. Rodriguez;Nov / 10 / 2018;Decision (Split);Tom Johnson;3;5:00
Ashley Yoder;Mackenzie Dern;loss;UFC 222 - Cyborg vs. Kunitskaya;Mar / 03 / 2018;Decision (Split);Chris Tognoni;3;5:00
Ashley Yoder;Angela Hill;loss;UFC - The Ultimate Fighter 25 Finale;Jul / 07 / 2017;Decision (Unanimous);Jason Herzog;3;5:00
Ashley Yoder;Justine Kish;loss;UFC Fight Night 102 - Lewis vs. Abdurakhimov;Dec / 09 / 2016;Decision (Unanimous);Dan Miragliotta;3;5:00
Ashley Yoder;Amber Brown;win;Invicta FC 20 - Evinger vs. Kunitskaya;Nov / 18 / 2016;Submission (Armbar);Greg Franklin;2;2:31
Ashley Yoder;Angela Danzig;win;BAMMA USA - Badbeat 17;Oct / 02 / 2015;Submission (Armbar);N/A;1;4:50
Ashley Yoder;Liz Tracy;win;BAMMA USA - Badbeat 16;Jun / 26 / 2015;Decision (Split);Larry Landless;3;5:00
Ashley Yoder;Misha Nassiri;win;BAMMA USA - Badbeat 14;Jan / 09 / 2015;Submission (Armbar);Mike Beltran;1;1:02
Ashley Yoder;Maria Rios;loss;BAMMA USA - Badbeat 13;Oct / 10 / 2014;Decision (Unanimous);Mike Beltran;3;3:00
Ashley Yoder;Catalina Madril;win;Gladiator Challenge - Uprising;Feb / 01 / 2014;Submission (Armbar);N/A;1;0:15
Shanna Young;Macy Chiasson;loss;UFC Fight Night 167 - Anderson vs. Blachowicz 2;Feb / 15 / 2020;Decision (Unanimous);Herb Dean;3;5:00
Shanna Young;Maiju Suotama;win;Invicta FC 38 - Murata vs. Ducote;Nov / 01 / 2019;Decision (Unanimous);Marcio Laselva;3;5:00
Shanna Young;Sarah Alpar;loss;Dana White's Contender Series  - Season 3, Episode 8;Aug / 13 / 2019;Submission (Rear-Naked Choke);Jason Herzog;2;2:55
Shanna Young;Anastasia Bruce;win;Valor Fighting Challenge 56 - Fight Night at The Joe 3;Mar / 01 / 2019;Submission (Mounted Triangle Choke);N/A;1;2:35
Shanna Young;Jessica Borga;win;VFC 54 - Valor Fighting Challenge 54;Jan / 19 / 2019;Submission (Punches);N/A;3;3:24
Shanna Young;Lisa Verzosa;loss;Invicta FC 31 - Jandiroba vs. Morandin;Sep / 01 / 2018;Decision (Split);Mike England;3;5:00
Shanna Young;Pam Sorenson;win;KOTC - Generation X;Apr / 08 / 2016;Decision (Split);N/A;5;5:00
Shanna Young;Christina Jobe;win;KOTC - Bear Brawl;Nov / 21 / 2015;TKO (Retirement);N/A;3;5:00
Shanna Young;Moriel Charneski;win;KOTC - Attack Mode;Jul / 25 / 2015;Decision (Majority);Cecil Peoples;3;5:00
Shanna Young;Katelyn Dykas;win;Valor Fights - Valor Fights 22;Apr / 11 / 2015;Submission (Rear-Naked Choke);N/A;3;1:53
Weili Zhang;Joanna Jedrzejczyk;win;UFC 248 - Adesanya vs. Romero;Mar / 07 / 2020;Decision (Split);Keith Peterson;5;5:00
Weili Zhang;Jessica Andrade;win;UFC Fight Night 157 - Andrade vs. Zhang;Aug / 31 / 2019;TKO (Knees and Punches);Leon Roberts;1;0:42
Weili Zhang;Tecia Torres;win;UFC 235 - Jones vs. Smith;Mar / 02 / 2019;Decision (Unanimous);Chris Tognoni;3;5:00
Weili Zhang;Jessica Aguilar;win;UFC Fight Night 141 - Blaydes vs. Ngannou 2;Nov / 24 / 2018;Submission (Armbar);Peter Hickmott;1;3:41
Weili Zhang;Danielle Taylor;win;UFC 227 - Dillashaw vs. Garbrandt 2;Aug / 04 / 2018;Decision (Unanimous);Blake Grice;3;5:00
Weili Zhang;Bianca Sattelmayer;win;Kunlun Fight - Kunlun Fight MMA 15;Oct / 03 / 2017;Submission (Armbar);N/A;1;3:29
Weili Zhang;Marilia Santos;win;Kunlun Fight - Kunlun Fight MMA 14;Aug / 28 / 2017;TKO (Elbows);N/A;2;3:20
Weili Zhang;Ye Dam Seo;win;TFC 15 - Top FC 15;Jul / 22 / 2017;TKO (Elbow and Punches);N/A;2;1:35
Weili Zhang;Aline Sattelmayer;win;Kunlun Fight - Kunlun Fight MMA 12;Jun / 01 / 2017;Decision (Unanimous);N/A;3;5:00
Weili Zhang;Simone Silva;win;Kunlun Fight - Kunlun Fight MMA 11;May / 04 / 2017;TKO (Punches);N/A;1;2:29
Weili Zhang;Nayara Hemily Cascardo;win;Kunlun Fight - Kunlun Fight MMA 9;Feb / 25 / 2017;Submission (Guillotine Choke);Hangtao Pang;1;0:41
Weili Zhang;Veronica Lourdes Grenno;win;Kunlun Fight - Kunlun Fight MMA 8;Jan / 02 / 2017;TKO (Knees to the Body);N/A;1;1:50
Weili Zhang;Karla Benitez;win;Kunlun Fight - Kunlun Fight MMA 7;Dec / 15 / 2016;KO (Punch);N/A;1;2:15
Weili Zhang;Maira Mazar;win;Kunlun Fight - Kunlun Fight 53;Sep / 24 / 2016;Submission (Rear-Naked Choke);N/A;1;4:11
Weili Zhang;Emi Fujino;win;Rebels / KF - Rebels 45 / Kunlun Fight 49;Aug / 07 / 2016;TKO (Doctor Stoppage);N/A;2;2:51
Weili Zhang;Liliya Kazak;win;Kunlun Fight - Kunlun Fight 47;Jul / 10 / 2016;KO (Head Kick);N/A;2;4:13
Weili Zhang;Alice Ardelean;win;Top FC 11 - Top FC vs. Kunlun Fight;May / 22 / 2016;Submission (Rear-Naked Choke);N/A;2;4:41
Weili Zhang;Svetlana Gotsyk;win;Kunlun Fight 38 - Clash of the Titans 2;Feb / 21 / 2016;TKO (Punches);Pang Hangtao;2;2:29
Weili Zhang;Samantha Jean-Francois;win;Kunlun Fight 35 - World Tour;Dec / 19 / 2015;TKO (Punches);Benjamin Silas;1;3:37
Weili Zhang;Mei  Huang;win;CKFC - Chinese Kung Fu Championships;Oct / 27 / 2014;Submission (Rear-Naked Choke);N/A;1;0:40
Weili Zhang;Shuxia  Wu;win;CKFC - Chinese Kung Fu Championships;Oct / 14 / 2014;Submission (Armbar);N/A;1;1:56
Weili Zhang;Meng Bo;loss;CMMAL - China MMA League;Nov / 09 / 2013;Decision (Unanimous);N/A;2;5:00
