Fighter;Opponent;Result;Event;Event_date;Method;Referee;Round;Time
Jimmie Rivera;Willie Gates;win;BFC - Bellator Fighting Championships 2;Apr / 10 / 2009;Submission (Triangle Choke);Dan Miragliotta;3;3:17
Jimmie Rivera;Tyler Venice;win;ROC 23 - Ring of Combat 23;Feb / 20 / 2009;Technical Submission (Rear-Naked Choke);Mark Matheny;2;1:13
Jimmie Rivera;Jason McLean;loss;ROC 22 - Ring of Combat 22;Nov / 21 / 2008;Decision (Split);Kevin Mulhall;3;4:00
Jimmie Rivera;Fernando Bernandino;win;ROC 21 - Ring of Combat 21;Sep / 12 / 2008;Decision (Unanimous);Kevin Mulhall;2;4:00
Irwin Rivera;Giga Chikadze;loss;UFC on ESPN 8 - Overeem vs. Harris;May / 16 / 2020;Decision (Unanimous);Keith Peterson;3;5:00
Irwin Rivera;Danny Sabatello;win;Titan FC 58 - Rivera vs. Sabatello;Dec / 20 / 2019;KO (Punch to the Body);Alan Abeles;4;4:26
Irwin Rivera;Matt Wagy;win;Titan FC 55 - Puerta vs. Ledesma;Jun / 28 / 2019;TKO (Punch to the Body);Alan Abeles;4;4:18
Irwin Rivera;Lazar Stojadinovic;win;Titan FC 53 - Puerta vs. Balart 2;Mar / 15 / 2019;TKO (Punches & Head Kick);N/A;1;1:40
Irwin Rivera;Edir Terry;loss;Titan FC 48 - Torres vs. Orellano;Feb / 16 / 2018;TKO (Leg Kick);Alan Abeles;1;1:05
Irwin Rivera;Chino Duran;win;Combate Americas - Combate Clasico;Jul / 27 / 2017;Decision (Unanimous);Michael Cardoso;3;5:00
Irwin Rivera;Kevin Natividad;loss;Combate Americas - Combate 13;Apr / 20 / 2017;Decision (Majority);N/A;3;5:00
Irwin Rivera;Jose Ceja;loss;Combate Americas - Empire Rising;Oct / 14 / 2016;KO (Punches);Kevin MacDonald;1;4:22
Irwin Rivera;Jose Ceja;win;LFC 52 - Legacy Fighting Championship 52;Mar / 25 / 2016;Submission (Rear-Naked Choke);Jordan Bass;3;4:45
Irwin Rivera;Steven Peterson;loss;LFC 46 - Legacy Fighting Championship 46;Oct / 02 / 2015;Decision (Unanimous);Steve Armstrong;3;5:00
Irwin Rivera;Adi Alic;win;Fight Time 25 - It's Fight Time in the Magic City;May / 29 / 2015;Decision (Unanimous);James Warring;3;5:00
Irwin Rivera;Chris Navarro;win;Fight Time 23 - Mayhem In Miami;Feb / 06 / 2015;KO (Punches);James Warring;1;4:58
Irwin Rivera;John Rivera;win;Fight Time 22 - Autism Speaks!;Dec / 05 / 2014;TKO (Punches);James Warring;1;0:34
Irwin Rivera;Andre Cuff;win;Fight Time 21 - Soares vs. Barroso;Nov / 07 / 2014;Decision (Split);Jorge Alonso;3;5:00
Karl Roberson;Roman Kopylov;win;UFC Fight Night 163 - Magomedsharipov vs. Kattar;Nov / 09 / 2019;Submission (Rear-Naked Choke);Vyacheslav Kiselev;3;4:01
Karl Roberson;Wellington Turman;win;UFC Fight Night 155 - De Randamie vs. Ladd;Jul / 13 / 2019;Decision (Split);Blake Grice;3;5:00
Karl Roberson;Glover Teixeira;loss;UFC Fight Night 143 - Cejudo vs. Dillashaw;Jan / 19 / 2019;Submission (Arm-Triangle Choke);Dan Miragliotta;1;3:21
Karl Roberson;Jack Marshman;win;UFC 230 - Cormier vs. Lewis;Nov / 03 / 2018;Decision (Unanimous);Yves Lavigne;3;5:00
Karl Roberson;Cezar Ferreira;loss;UFC 224 - Nunes vs. Pennington;May / 12 / 2018;Technical Submission (Arm-Triangle Choke);Fernando Portella;1;4:45
Karl Roberson;Darren Stewart;win;UFC Fight Night 120 - Poirier vs. Pettis;Nov / 11 / 2017;Submission (Rear-Naked Choke);Mike King;1;3:41
Karl Roberson;Ryan Spann;win;Dana White's Tuesday Night Contender Series - Season 1, Episode 3;Jul / 25 / 2017;KO (Elbows);Jason Herzog;1;0:15
Karl Roberson;Derrick Brown;win;CFFC 65 - Brady vs. Saraceno;May / 20 / 2017;Submission (Armbar);N/A;1;1:01
Karl Roberson;Elijah Gbollie;win;SF - Shogun Fights 16;Apr / 08 / 2017;TKO (Punches);Fernando Yamasaki;1;1:50
Karl Roberson;Michael Wilcox;win;CFFC 50 - Smith vs. Williams;Jul / 18 / 2015;Submission (Armbar);Liam Kerrigan;1;3:11
Karl Roberson;Chike Obi;win;ROC 51 - Ring of Combat 51;Jun / 05 / 2015;Decision (Unanimous);N/A;3;4:00
Roosevelt Roberts;Alexander Yakovlev;win;UFC Fight Night 163 - Magomedsharipov vs. Kattar;Nov / 09 / 2019;Decision (Unanimous);Leon Roberts;3;5:00
Roosevelt Roberts;Vinc Pichel;loss;UFC on ESPN 3 - Ngannou vs. Dos Santos;Jun / 29 / 2019;Decision (Unanimous);Travis Metteer;3;5:00
Roosevelt Roberts;Thomas Gifford;win;UFC Fight Night 150 - Jacare vs. Hermansson;Apr / 27 / 2019;Decision (Unanimous);Keith Peterson;3;5:00
Roosevelt Roberts;Darrell Horcher;win;UFC - The Ultimate Fighter 28 Finale;Nov / 30 / 2018;Submission (Guillotine Choke);Yves Lavigne;1;4:50
Roosevelt Roberts;Garrett Gross;win;Dana White's Tuesday Night Contender Series - Season 2, Episode 7;Jul / 31 / 2018;Submission (Rear-Naked Choke);Jason Herzog;2;2:13
Roosevelt Roberts;Tommy Aaron;win;Bellator 192 - Jackson vs. Sonnen;Jan / 20 / 2018;TKO (Punches);Mike Beltran;1;N/A
Roosevelt Roberts;Shohei Yamamoto;win;CXF 9 - Cali Kings: The Semis;Aug / 19 / 2017;TKO (Punches);Mike Beltran;2;2:05
Roosevelt Roberts;Dominic Clark;win;CXF 8 - Cali Kings;Jun / 17 / 2017;Submission (Guillotine Choke);Frank Trigg;1;1:47
Roosevelt Roberts;Andrew Kauppila;win;KOTC - Groundbreaking;May / 06 / 2017;TKO (Punches);Mike Beltran;1;0:23
Roosevelt Roberts;Michael Thomas;win;CFL - California Fight League 9;Oct / 22 / 2016;Submission (Guillotine Choke);Mike Beltran;1;2:58
Danny Roberts;Zelim Imadaev;win;UFC Fight Night 163 - Magomedsharipov vs. Kattar;Nov / 09 / 2019;KO (Punch);Rich Mitchell;2;4:54
Danny Roberts;Michel Pereira;loss;UFC Fight Night 152 - Dos Anjos vs. Lee;May / 18 / 2019;KO (Flying Knee and Punch);Todd Anderson;1;1:47
Danny Roberts;Claudio Henrique da Silva;loss;UFC Fight Night 147 - Till vs. Masvidal;Mar / 16 / 2019;Submission (Armbar);Kevin Sataki;3;2:37
Danny Roberts;David Zawada;win;UFC Fight Night 134 - Shogun vs. Smith;Jul / 22 / 2018;Decision (Split);Leon Roberts;3;5:00
Danny Roberts;Oliver Enkamp;win;UFC Fight Night 127 - Werdum vs. Volkov;Mar / 17 / 2018;KO (Punch);Leon Roberts;2;2:12
Danny Roberts;Nordine Taleb;loss;UFC on Fox 26 - Lawler vs. dos Anjos;Dec / 16 / 2017;KO (Head Kick and Punch);Jerin Valel;1;0:59
Danny Roberts;Bobby Nash;win;UFC Fight Night 113 - Nelson vs. Ponzinibbio;Jul / 16 / 2017;TKO (Punches);Rich Mitchell;2;3:59
Danny Roberts;Mike Perry;loss;UFC 204 - Bisping vs. Henderson 2;Oct / 08 / 2016;KO (Knee and Punches);Marc Goddard;3;4:40
Danny Roberts;Dominique Steele;win;UFC 197 - Jones vs. St. Preux;Apr / 23 / 2016;Decision (Unanimous);Herb Dean;3;5:00
Danny Roberts;Nathan Coy;win;UFC Fight Night 80 - Namajunas vs. VanZant;Dec / 10 / 2015;Technical Submission (Triangle Choke);Jason Herzog;1;2:46
Danny Roberts;Jim Wallhead;win;CWFC 68 - Cage Warriors Fighting Championship 68;May / 03 / 2014;KO (Punches);Marc Goddard;1;4:49
Danny Roberts;Juan Manuel Suarez;win;CWFC 64 - Cage Warriors Fighting Championship 64;Feb / 15 / 2014;Decision (Unanimous);Marc Goddard;3;5:00
Danny Roberts;Henry Fadipe;win;CWFC 57 - Cage Warriors Fighting Championship 57;Jul / 20 / 2013;Submission (Rear-Naked Choke);Marc Goddard;3;3:34
Danny Roberts;Diego Gonzalez;win;CWFC 54 - Cage Warriors Fighting Championship 54;May / 04 / 2013;TKO (Knee and Punches);Marc Goddard;2;3:02
Danny Roberts;Jack Mason;win;CWFC 48 - Cage Warriors Fighting Championship 48;Jul / 21 / 2012;Submission (Armbar);Marc Goddard;2;2:46
Danny Roberts;Pavel Doroftei;loss;UCC 10 - The X Fighter;Dec / 16 / 2011;Submission (Heel Hook);N/A;1;1:21
Danny Roberts;Shaun Lomas;win;UCC 10 - The X Fighter;Dec / 16 / 2011;Decision (Unanimous);N/A;2;5:00
Danny Roberts;Shaun Lomas;win;CC - Cage Conflict 11;Oct / 29 / 2011;Submission (Rear-Naked Choke);N/A;1;3:32
Danny Roberts;Aurelijus Kerpe;win;Raw 1 - Enter Colosseum;Sep / 11 / 2011;Submission (Brabo Choke);N/A;2;2:43
Danny Roberts;David Howell;win;CWFC 43 - Cage Warriors Fighting Championship 43;Jul / 09 / 2011;TKO (Knee to the Body);Rich Mitchell;2;2:26
Danny Roberts;Matt Ross Francombe;win;OMMAC 9 - Enemies;Mar / 05 / 2011;KO (Knee to the Body and Punches);Marc Goddard;2;1:27
Danny Roberts;Darius Kuncevicius;win;OMMAC 8 - Blood, Sweat and Tears;Dec / 04 / 2010;TKO (Knee to the Body);N/A;1;0:47
Yair Rodriguez;Jeremy Stephens;win;UFC on ESPN 6 - Reyes vs. Weidman;Oct / 18 / 2019;Decision (Unanimous);Kevin MacDonald;3;5:00
Yair Rodriguez;Jeremy Stephens;NC;UFC Fight Night 159 - Rodriguez vs. Stephens;Sep / 21 / 2019;No Contest (Accidental Eye Poke);Herb Dean;1;0:15
Yair Rodriguez;Chan Sung Jung;win;UFC Fight Night 139 - Korean Zombie vs. Rodriguez;Nov / 10 / 2018;KO (Elbow);Kevin MacDonald;5;4:59
Yair Rodriguez;Frankie Edgar;loss;UFC 211 - Miocic vs. Dos Santos 2;May / 13 / 2017;TKO (Doctor Stoppage);Chris Reed;2;5:00
Yair Rodriguez;B.J. Penn;win;UFC Fight Night 103 - Rodriguez vs. Penn;Jan / 15 / 2017;TKO (Punches);John McCarthy;2;0:24
Yair Rodriguez;Alex Caceres;win;UFC Fight Night 92 - Rodriguez vs. Caceres;Aug / 06 / 2016;Decision (Split);Herb Dean;5;5:00
Yair Rodriguez;Andre Fili;win;UFC 197 - Jones vs. St. Preux;Apr / 23 / 2016;KO (Head Kick);Dan Miragliotta;2;2:15
Yair Rodriguez;Dan Hooker;win;UFC 192 - Cormier vs. Gustafsson;Oct / 03 / 2015;Decision (Unanimous);Kerry Hatley;3;5:00
Yair Rodriguez;Charles Rosa;win;UFC 188 - Velasquez vs. Werdum;Jun / 13 / 2015;Decision (Split);Mario Yamasaki;3;5:00
Yair Rodriguez;Leonardo Morales;win;UFC 180 - Werdum vs. Hunt;Nov / 15 / 2014;Decision (Unanimous);Mario Yamasaki;3;5:00
Yair Rodriguez;Angelo Duarte;win;NP - High Altitude Face Off 6;Apr / 04 / 2014;Submission (Armbar);N/A;1;2:12
Yair Rodriguez;Edgar Juarez;win;FMP 14 - Mexican Fighters Promotions 14;Feb / 16 / 2013;KO (Flying Knee);Jorge Martinez;1;0:13
Yair Rodriguez;Luis Roberto Herrera;loss;FMP 13 - Mexican Fighters Promotions 13;Dec / 20 / 2012;KO (Punches);N/A;1;1:21
Yair Rodriguez;Carlos Ricardo;win;TSC 1 - The Supreme Cage 1;Mar / 10 / 2012;Submission (Triangle Choke);N/A;3;0:50
Yair Rodriguez;Edgar Balderrama;win;FMP 9 - Jueves DIC 22;Dec / 22 / 2011;Submission (Rear-Naked Choke);N/A;1;2:13
Yair Rodriguez;Jonatan Guzman;win;FMP 8 - Mexican Fighters Promotions 8;Oct / 10 / 2011;Decision (Unanimous);N/A;3;5:00
Mike Rodriguez;Da Un Jung;loss;UFC Fight Night 165 - Edgar vs. Korean Zombie;Dec / 21 / 2019;KO (Punches);Marc Goddard;1;1:04
Mike Rodriguez;John Allan Arte;loss;UFC Fight Night 155 - De Randamie vs. Ladd;Jul / 13 / 2019;Decision (Unanimous);Mike Beltran;3;5:00
Mike Rodriguez;Adam Milstead;win;UFC on Fox 31 - Iaquinta vs. Lee 2;Dec / 15 / 2018;TKO (Knee to the Body and Punches);Rob Hinds;1;2:59
Mike Rodriguez;Devin Clark;loss;UFC 223 - Khabib vs. Iaquinta;Apr / 07 / 2018;Decision (Unanimous);Dan Miragliotta;3;5:00
Mike Rodriguez;Jamelle Jones;win;Dana White's Tuesday Night Contender Series - Season 1, Episode 5;Aug / 08 / 2017;KO (Flying Knee);Mark Smith;1;2:15
Mike Rodriguez;Alec Hooben;win;CES MMA 44 - Bessette vs. Trujillo;May / 12 / 2017;TKO (Punches and Elbows);Kevin MacDonald;1;4:46
Mike Rodriguez;James Dysard;win;CES MMA 43 - Gonzalez vs. Dias;Apr / 15 / 2017;TKO (Punches);N/A;1;0:39
Mike Rodriguez;Hector Sanchez;win;CES MMA 41 - Bessette vs. Croom;Jan / 27 / 2017;KO (Punches);N/A;1;0:07
Mike Rodriguez;Kevin Haley;loss;CES MMA 39 - O'Neil vs. Santiago;Nov / 04 / 2016;Submission (Toe Hold);Gary Eblan;1;1:08
Mike Rodriguez;John Poppie;win;CES MMA 38 - Soriano vs. Makashvili;Sep / 23 / 2016;Submission (Triangle Choke);Dan Miragliotta;2;1:32
Mike Rodriguez;Stephond Ewins;win;CES MMA 37 - Summer Gold;Aug / 12 / 2016;KO (Flying Knee);Dan Miragliotta;1;3:38
Mike Rodriguez;Buck Pineau;win;CES MMA 35 - Jeudi vs. Gonzalez;Apr / 16 / 2016;Submission (Rear-Naked Choke);N/A;2;4:03
Mike Rodriguez;Pat McCrohan;loss;Classic Entertainment and Sports - CES MMA 32;Jan / 08 / 2016;Decision (Unanimous);Kevin MacDonald;3;5:00
Mike Rodriguez;Stephen Stengel;win;Cage Titans FC - Cage Titans 21;Nov / 01 / 2014;TKO (Punches);N/A;1;1:22
Mike Rodriguez;Ralph Johnson;win;Cage Titans FC - Cage Titans 18;Apr / 05 / 2014;TKO (Retirement);N/A;1;3:50
Daniel Rodriguez;Tim Means;win;UFC Fight Night 167 - Anderson vs. Blachowicz 2;Feb / 15 / 2020;Submission (Guillotine Choke);Herb Dean;2;3:37
Daniel Rodriguez;Quinton McCottrell;win;Smash Global 9 - Black Tie Fight Night;Dec / 19 / 2019;TKO (Punches);N/A;2;1:48
Daniel Rodriguez;Rico Farrington;win;Dana White's Contender Series - Season 3, Episode 6;Jul / 30 / 2019;Decision (Unanimous);Jason Herzog;3;5:00
Daniel Rodriguez;Ivan Castillo;win;Combate 31 - Mexico vs. USA;Feb / 22 / 2019;KO (Knee);N/A;2;2:31
Daniel Rodriguez;Ozzie Alvarez;win;Combate Americas - Road to Copa Combate;Sep / 28 / 2018;TKO (Punches);Herb Dean;3;2:41
Daniel Rodriguez;Alex Velasco;win;Combate Americas - Mexico vs. The World;May / 18 / 2018;Submission (Rear-Naked Choke);Jim Blair;3;2:41
Daniel Rodriguez;Justin Baesman;win;CXF 11 - Alpha Dog;Feb / 17 / 2018;TKO (Punches);Frank Trigg;2;1:17
Daniel Rodriguez;Victor Reyna;loss;Combate Americas 19 - Queen Warriors;Dec / 01 / 2017;Decision (Split);Jason Stafin;3;5:00
Daniel Rodriguez;Joel Champion;win;Combate Americas - Combate 13;Apr / 20 / 2017;TKO (Punches);N/A;1;1:55
Daniel Rodriguez;Christian Gonzalez;win;Bellator 170 - Sonnen vs. Ortiz;Jan / 21 / 2017;TKO (Punches);Jason Herzog;2;3:55
Daniel Rodriguez;Hector Saldana;win;Combate Americas - Combate Ocho;Aug / 11 / 2016;Submission (Arm-Triangle Choke);Michael Bell;1;3:45
Daniel Rodriguez;Christopher Gates;win;KOTC - Sanctioned;Jun / 14 / 2015;Submission (Armbar);N/A;1;4:54
Yoel Romero;Israel Adesanya;loss;UFC 248 - Adesanya vs. Romero;Mar / 07 / 2020;Decision (Unanimous);Dan Miragliotta;5;5:00
Yoel Romero;Paulo Henrique Costa;loss;UFC 241 - Cormier vs. Miocic 2;Aug / 17 / 2019;Decision (Unanimous);Jason Herzog;3;5:00
Yoel Romero;Robert Whittaker;loss;UFC 225 - Whittaker vs. Romero 2;Jun / 09 / 2018;Decision (Split);Dan Miragliotta;5;5:00
Yoel Romero;Luke Rockhold;win;UFC 221 - Romero vs. Rockhold;Feb / 10 / 2018;KO (Punches);Marc Goddard;3;1:48
Yoel Romero;Robert Whittaker;loss;UFC 213 - Romero vs. Whittaker;Jul / 08 / 2017;Decision (Unanimous);John McCarthy;5;5:00
Yoel Romero;Chris Weidman;win;UFC 205 - Alvarez vs. McGregor;Nov / 12 / 2016;KO (Flying Knee);Mario Yamasaki;3;0:24
Yoel Romero;Ronaldo Souza;win;UFC 194 - Aldo vs. McGregor;Dec / 12 / 2015;Decision (Split);Marc Goddard;3;5:00
Yoel Romero;Lyoto Machida;win;UFC Fight Night 70 - Machida vs. Romero;Jun / 27 / 2015;KO (Elbows);John McCarthy;3;1:38
Yoel Romero;Tim Kennedy;win;UFC 178 - Johnson vs. Cariaso;Sep / 27 / 2014;TKO (Punches);John McCarthy;3;0:58
Yoel Romero;Brad Tavares;win;UFC on Fox 11 - Werdum vs. Browne;Apr / 19 / 2014;Decision (Unanimous);Jorge Ortiz;3;5:00
Yoel Romero;Derek Brunson;win;UFC Fight Night 35 - Rockhold vs. Philippou;Jan / 15 / 2014;TKO (Punches and Elbows);Blake Grice;3;3:23
Yoel Romero;Ronny Markes;win;UFC Fight Night 31 - Fight for the Troops 3;Nov / 06 / 2013;KO (Punches);Mario Yamasaki;3;1:39
Yoel Romero;Clifford Starks;win;UFC on Fox 7 - Henderson vs. Melendez;Apr / 20 / 2013;KO (Flying Knee and Punches);Mike Beltran;1;1:32
Yoel Romero;Rafael Cavalcante;loss;Strikeforce - Barnett vs. Kharitonov;Sep / 10 / 2011;KO (Punches);Dan Miragliotta;2;4:51
Yoel Romero;Laszlo Eck;win;FOTN - Fight of the Night 2011;May / 27 / 2011;KO (Punch);N/A;1;0:33
Yoel Romero;Nikita Petrovs;win;SFC 4 - MMA Fight Night;Mar / 05 / 2011;TKO (Retirement);Kurt Braun;1;2:58
Yoel Romero;Michal Fijalka;win;IFF - The Eternal Struggle;Oct / 08 / 2010;TKO (Retirement);Mariusz Slotta;3;4:05
Yoel Romero;Sascha Weinpolter;win;FOTN - Fight of the Night 2009;Dec / 20 / 2009;TKO (Punches);N/A;1;0:48
Charles Rosa;Bryce Mitchell;loss;UFC 249 - Ferguson vs. Gaethje;May / 09 / 2020;Decision (Unanimous);Keith Peterson;3;5:00
Charles Rosa;Manny Bermudez;win;UFC on ESPN 6 - Reyes vs. Weidman;Oct / 18 / 2019;Submission (Armbar);Kevin MacDonald;1;2:46
Charles Rosa;Shane Burgos;loss;UFC 210 - Cormier vs. Johnson 2;Apr / 08 / 2017;TKO (Punches);Todd Anderson;3;1:59
Charles Rosa;Kyle Bochniak;win;UFC Fight Night 81 - Dillashaw vs. Cruz;Jan / 17 / 2016;Decision (Unanimous);Gary Forman;3;5:00
Charles Rosa;Yair Rodriguez;loss;UFC 188 - Velasquez vs. Werdum;Jun / 13 / 2015;Decision (Split);Mario Yamasaki;3;5:00
Charles Rosa;Sean Soriano;win;UFC Fight Night 59 - McGregor vs. Siver;Jan / 18 / 2015;Submission (Brabo Choke);Kevin MacDonald;3;4:43
Charles Rosa;Dennis Siver;loss;UFC Fight Night 53 - Nelson vs. Story;Oct / 04 / 2014;Decision (Unanimous);Kristian Hacklou;3;5:00
Charles Rosa;Jake Constant;win;Classic Entertainment and Sports - CES MMA 25;Aug / 08 / 2014;Submission (Armbar);Kevin MacDonald;1;3:36
Charles Rosa;Brylan Van Artsdalen;win;Classic Entertainment and Sports - CES MMA 22;Mar / 14 / 2014;Submission (Armbar);N/A;1;3:25
Charles Rosa;Keith Richardson;win;Fight Lab 35 - Misery Loves Company 6;Feb / 08 / 2014;TKO (Punches);N/A;2;2:08
Charles Rosa;Ralph Johnson;win;Classic Entertainment and Sports - CES MMA 20;Dec / 06 / 2013;Submission (Anaconda Choke);N/A;1;3:03
Charles Rosa;Steve McCabe;win;CES MMA - Rise or Fall;Oct / 04 / 2013;Submission (Peruvian Necktie);N/A;1;1:39
Charles Rosa;Sylvester Murataj;win;CES MMA - Gold Rush;Aug / 09 / 2013;TKO (Punches);N/A;1;0:46
Charles Rosa;Aaron Steadman;win;CFA 11 - Kyle vs. Wiuff;May / 24 / 2013;Submission (Triangle Choke);Troy Waugh;1;3:26
Charles Rosa;Jayson Jones;win;CFA 9 - Night of Champions;Jan / 19 / 2013;TKO (Punches);Jorge Alonso;1;3:52
Charles Rosa;Hauley Tillman;win;Fight Time 11 - Unfinished Business;Aug / 24 / 2012;Submission (Armbar);Jorge Alonso;1;1:56
Ben Rothwell;Ovince St. Preux;win;UFC Fight Night 171 - Smith vs. Teixeira;May / 13 / 2020;Decision (Split);Dan Miragliotta;3;5:00
Ben Rothwell;Stefan Struve;win;UFC on ESPN 7 - Overeem vs. Rozenstruik;Dec / 07 / 2019;TKO (Punches);Dan Miragliotta;2;4:57
Ben Rothwell;Andrei Arlovski;loss;UFC on ESPN 4 - Dos Anjos vs. Edwards;Jul / 20 / 2019;Decision (Unanimous);Kerry Hatley;3;5:00
Ben Rothwell;Blagoy Ivanov;loss;UFC Fight Night 146 - Lewis vs. Dos Santos;Mar / 09 / 2019;Decision (Unanimous);Herb Dean;3;5:00
Ben Rothwell;Junior dos Santos;loss;UFC Fight Night 86 - Rothwell vs. Dos Santos;Apr / 10 / 2016;Decision (Unanimous);Leon Roberts;5;5:00
Ben Rothwell;Josh Barnett;win;UFC on Fox 18 - Johnson vs. Bader;Jan / 30 / 2016;Submission (Guillotine Choke);Gary Copeland;2;3:48
Ben Rothwell;Matt Mitrione;win;UFC Fight Night 68 - Boetsch vs. Henderson;Jun / 06 / 2015;Submission (Guillotine Choke);Dan Miragliotta;1;1:54
Ben Rothwell;Alistair Overeem;win;UFC Fight Night 50 - Jacare vs. Mousasi 2;Sep / 05 / 2014;TKO (Punches);Keith Peterson;1;2:19
Ben Rothwell;Brandon Vera;win;UFC 164 - Henderson vs. Pettis 2;Aug / 31 / 2013;TKO (Punches and Knees);Herb Dean;3;1:54
Ben Rothwell;Gabriel Gonzaga;loss;UFC on FX 7 - Belfort vs. Bisping;Jan / 19 / 2013;Submission (Guillotine Choke);Marc Goddard;2;1:01
Ben Rothwell;Brendan Schaub;win;UFC 145 - Jones vs. Evans;Apr / 21 / 2012;KO (Punches);Herb Dean;1;1:10
Ben Rothwell;Mark Hunt;loss;UFC 135 - Jones vs. Rampage;Sep / 24 / 2011;Decision (Unanimous);Adam Martinez;3;5:00
Ben Rothwell;Gilbert Yvel;win;UFC 115 - Liddell vs. Franklin;Jun / 12 / 2010;Decision (Unanimous);Yves Lavigne;3;5:00
Ben Rothwell;Cain Velasquez;loss;UFC 104 - Machida vs. Shogun;Oct / 24 / 2009;TKO (Punches);Steve Mazzagatti;2;0:58
Ben Rothwell;Chris Guillen;win;AMMA 2 - Adrenaline MMA 2;Dec / 11 / 2008;TKO (Submission to Elbows);Todd Frederickson;1;3:40
Ben Rothwell;Andrei Arlovski;loss;Affliction - Banned;Jul / 19 / 2008;KO (Punches);Josh Rosenthal;3;1:13
Ben Rothwell;Ricco Rodriguez;win;IFL - 2007 Team Championship Final;Sep / 20 / 2007;Decision (Unanimous);N/A;3;4:00
Ben Rothwell;Krzysztof Soszynski;win;IFL - 2007 Semifinals;Aug / 02 / 2007;TKO (Punches);N/A;1;0:13
Ben Rothwell;Travis Fulton;win;IFL - Chicago;May / 19 / 2007;Submission (Kimura);N/A;2;3:11
Ben Rothwell;Roy Nelson;win;IFL - Moline;Apr / 07 / 2007;Decision (Split);N/A;3;4:00
Ben Rothwell;Matt Thompson;win;IFL - Houston;Feb / 02 / 2007;TKO (Punches);N/A;2;1:47
Ben Rothwell;Devin Cole;win;IFL - Championship Final;Dec / 29 / 2006;KO (Head Kick);N/A;1;3:16
Ben Rothwell;Wojtek Kaszowski;win;IFL - World Championship Semifinals;Nov / 02 / 2006;Submission (Keylock);Shawn Gregory;1;3:14
Ben Rothwell;Bryan Vetell;win;IFL - Gracie vs. Miletich;Sep / 23 / 2006;KO (Punch);N/A;1;3:17
Ben Rothwell;Krzysztof Soszynski;win;IFL - Legends Championship 2006;Apr / 29 / 2006;TKO (Punches);N/A;1;3:59
Ben Rothwell;Dan Bobish;win;GFC - Team Gracie vs. Team Hammer House;Mar / 03 / 2006;KO (Knee);N/A;1;4:20
Ben Rothwell;Joey Smith;win;ISCF - Gladiators X;Feb / 24 / 2006;TKO (Submission to Punches);N/A;1;N/A
Ben Rothwell;Don Richards;win;KOTC - Conquest;Dec / 03 / 2005;TKO (Punches);N/A;1;3:32
Ben Rothwell;Allan Weickert;win;NAAFS - Fight Night in the Flats 1;Sep / 17 / 2005;TKO (Punches);N/A;1;3:45
Ben Rothwell;Dan Christison;loss;Euphoria - USA vs. World;Feb / 26 / 2005;Submission (Kimura);N/A;3;0:57
Ben Rothwell;Jonathan Wiezorek;win;Euphoria - Road to the Titles;Oct / 15 / 2004;TKO (Punches);N/A;1;1:09
Ben Rothwell;Matt Bear;win;UT - Ultimate Throwdown;Jul / 16 / 2004;TKO (Submission to Punches);N/A;1;2:57
Ben Rothwell;Carlos Barreto;loss;Heat FC 1 - Genesis;Jul / 31 / 2003;KO (Head Kick);N/A;1;N/A
Ben Rothwell;Royce Louck;win;FCC 11 - Freestyle Combat Challenge 11;Jun / 28 / 2003;TKO (Cut);N/A;1;N/A
Ben Rothwell;Ibragim Magomedov;loss;M-1 MFC - Russia vs. the World 4;Nov / 15 / 2002;TKO (Retirement);N/A;1;10:00
Ben Rothwell;Travis Fulton;win;FCC 8 - Freestyle Combat Challenge 8;Oct / 04 / 2002;TKO (Injury);N/A;1;5:00
Ben Rothwell;Johnathan Ivey;win;USMMA 2 - Ring of Fury;Sep / 21 / 2002;TKO (Doctor Stoppage);N/A;1;1:14
Ben Rothwell;Mike Whitehead;loss;SB 24 - Return of the Heavyweights 2;Apr / 27 / 2002;Decision (Unanimous);N/A;2;5:00
Ben Rothwell;Kerry Schall;win;SB 24 - Return of the Heavyweights 2;Apr / 27 / 2002;TKO (Neck Injury);N/A;2;2:10
Ben Rothwell;Curtis Crawford;win;SB 24 - Return of the Heavyweights 1;Apr / 26 / 2002;Submission (Forearm Choke);Steve English;1;1:03
Ben Rothwell;Mike Priest;win;FCC 7 - Freestyle Combat Challenge 7;Mar / 23 / 2002;TKO (Injury);N/A;1;N/A
Ben Rothwell;Mike Radnov;win;EC 46 - Extreme Challenge 46;Feb / 16 / 2002;TKO (Cut);N/A;1;5:54
Ben Rothwell;Kerry Schall;win;EC 46 - Extreme Challenge 46;Feb / 16 / 2002;TKO (Foot Injury);N/A;1;7:29
Ben Rothwell;Mike Marshalleck;win;FCC 6 - Freestyle Combat Challenge 6;Jan / 05 / 2002;TKO (Punches);N/A;1;0:38
Ben Rothwell;Steve Hutson;win;SC 8 - Fight Night;Nov / 10 / 2001;Submission (Arm-Triangle Choke);N/A;1;3:35
Ben Rothwell;Tim Sylvia;loss;EC 42 - Extreme Challenge 42;Aug / 24 / 2001;Decision (Unanimous);N/A;3;5:00
Ben Rothwell;Bill Billington;win;IC 2 - Iowa Challenge 2;Aug / 11 / 2001;TKO (Submission to Knees);N/A;1;1:07
Ben Rothwell;Darren Block;win;Dangerzone - Auburn;Apr / 28 / 2001;KO (Punch);N/A;1;0:16
